,CostPerTRansaction,Difficulty,EstimatedTransactionVolume,HashRate,MiningOperationMargin,MinerRevenue,MarketCapitalization,TransactionsPerDay,UniqueAddress,NumberOfTransactions,TotalNumberOfTransactions,Mined,ExchangeTradeVolume
2020-04-02,43.6242390477,13912524048900.0,861593745.6669999,105814084.22,,12386579.1867,119899962000.0,,544088.0,281855.0,516981158.0,18299750.0,89947515.0516
2020-04-01,45.2210030615,13912524048900.0,1183183832.54,109963656.15100001,,13165642.8313,117619222600.0,,546702.0,290227.0,516690787.0,18297950.0,186301830.93
2020-03-31,42.0400515118,13912524048900.0,1063117757.47,101664512.29,,11637863.3799,116625859969.0,,535787.0,276828.0,516413141.0,18295687.5,103365161.559
2020-03-30,50.611141609499995,13912524048900.0,579110788.066,104430893.577,,11822813.2911,108528487594.0,,428425.0,232820.0,516180375.0,18293887.5,142726744.92299998
2020-03-29,44.8775683329,13912524048900.0,606386218.695,93365368.4297,,10989618.9334,114224862338.0,,469113.0,240627.0,515939228.0,18292075.0,148443297.885
2020-03-28,48.413936058400004,13912524048900.0,1213708784.84,107197274.864,,13411241.2554,122398353000.0,,529197.0,276546.0,515664266.0,18290250.0,97401178.9625
2020-03-27,46.754812421800004,14143559041800.0,982877529.995,112492821.359,,13691118.2119,123145193906.0,,539881.0,292828.0,515371224.0,18288437.5,226038996.82299998
2020-03-26,36.9165986922,16552923967300.0,939872246.666,75702228.8489,,8111093.56505,122215734156.0,,456328.0,218176.0,515152035.0,18286187.5,284016940.72400004
2020-03-25,40.5935264612,16552923967300.0,1896290040.77,108616241.392,,11290318.1082,123480462075.0,,528586.0,278131.0,514875254.0,18285275.0,284307011.022
2020-03-24,34.3038742331,16552923967300.0,1055238675.13,92159235.1204,,8912695.38775,114280860488.0,,509038.0,259816.0,514615625.0,18283475.0,155141963.114
2020-03-23,47.793449837299995,16552923967300.0,707671399.168,104501989.824,,9996191.20727,108888336500.0,,409829.0,209154.0,514406387.0,18282125.0,161732857.492
2020-03-22,40.1550498114,16552923967300.0,647373597.906,102033438.88299999,,9873966.128419999,113459630038.0,,469859.0,245896.0,514160096.0,18280775.0,382708757.244
2020-03-21,32.5779202935,16552923967300.0,2081996655.25,89690684.1797,,9446456.65791,116875766150.0,,564748.0,284594.0,513876174.0,18278975.0,343510892.032
2020-03-20,30.0402961431,16552923967300.0,1203126598.8,88044983.5525,,7981376.24197,108102939131.0,,525607.0,265689.0,513610484.0,18277612.5,246280973.41
2020-03-19,30.015717433200003,16552923967300.0,1087150158.47,82285031.3575,,6941254.719289999,95685372318.8,,476482.0,231254.0,513378835.0,18276262.5,222784692.988
2020-03-18,30.458945892600003,16552923967300.0,1553039642.48,101210588.57,,8477516.5745,98373853987.5,,540902.0,278326.0,513100181.0,18274912.5,379747427.545
2020-03-17,28.6531555058,16552923967300.0,1829202302.65,97919187.3154,,7889846.9406,89875794622.4,,532450.0,270399.0,512829909.0,18273562.5,201009885.676
2020-03-16,36.299335502,16552923967300.0,691118819.657,97919187.3154,,8103100.66412,96184860800.0,,413935.0,223230.0,512605951.0,18272200.0,158994389.618
2020-03-15,32.1144461102,16552923967300.0,1169201200.63,105324840.138,,8986521.22611,98733241600.0,,517382.0,279828.0,512327013.0,18270400.0,684475988.652
2020-03-14,30.1972713532,16552923967300.0,2755019578.84,102856289.19700001,,8634486.981660001,99155201031.2,,567712.0,276798.0,512050024.0,18269037.5,574694714.84
2020-03-13,37.7012858874,16552923967300.0,3596290367.0,124250397.35,,13544827.8769,112334300138.0,,653156.0,349978.0,511700965.0,18267225.0,130840913.439
2020-03-12,41.4148440739,16552923967300.0,1574744357.11,97919187.3154,,11906436.3525,141849096400.0,,528053.0,287492.0,511412827.0,18265400.0,155835851.268
2020-03-11,40.3675318886,16552923967300.0,1642231325.08,108616241.392,,13309094.5286,144559955750.0,,601526.0,329698.0,511082885.0,18264050.0,223121982.146
2020-03-10,43.0880099747,16076772598600.0,2012070398.89,119877105.09799999,,15003719.0413,142445550000.0,,559602.0,348211.0,510735601.0,18262250.0,149933311.48700002
2020-03-09,56.93514127,15486913440300.0,750461852.241,121637665.57,,17385259.2571,151844771975.0,,424313.0,302694.0,510432934.0,18260450.0,59230883.0334
2020-03-08,57.500211926599995,15486913440300.0,714006122.127,120867806.927,,18200369.5805,162291899419.0,,445349.0,313312.0,510117441.0,18258637.5,83522225.9936
2020-03-07,52.9639674438,15486913440300.0,1586746058.91,119328089.641,,18084440.7557,167049948750.0,,517808.0,338383.0,509780991.0,18256825.0,122314466.731
2020-03-06,53.107493159300006,15486913440300.0,1347117308.56,125486958.784,,18562608.9765,166691537469.0,,518127.0,349529.0,509429241.0,18254562.5,70042032.863
2020-03-05,51.4939195062,15486913440300.0,1344613313.04,128566393.356,,18948989.9695,159939831406.0,,533673.0,358745.0,509072924.0,18252762.5,85149525.727
2020-03-04,49.768748993100004,15486913440300.0,1346019714.61,117788372.356,,17037037.2303,158989121856.0,,509210.0,342324.0,508730234.0,18250487.5,111268001.39299999
2020-03-03,48.2853310434,15486913440300.0,1226689506.97,114708937.784,,16697791.7548,163179763625.0,,522468.0,342821.0,508387735.0,18248687.5,70749037.3753
2020-03-02,61.509769928900006,15486913440300.0,549446378.675,136264979.784,,19058740.7027,155508992188.0,,424677.0,309849.0,508077532.0,18246875.0,42866205.1042
2020-03-01,49.6798861567,15486913440300.0,614926644.9269999,107010351.356,,15277906.3501,157861617812.0,,440839.0,307527.0,507768799.0,18244625.0,123840827.84
2020-02-29,47.2397000915,15486913440300.0,1789999976.54,121637665.57,,17412081.0567,158119685688.0,,516812.0,368590.0,507401128.0,18242825.0,147977054.963
2020-02-28,48.4139173509,15486913440300.0,2025910515.26,113169220.499,,16401715.3341,160402453338.0,,495750.0,338781.0,507063001.0,18241025.0,206929921.03
2020-02-27,47.3653840567,15486913440300.0,1306061365.12,104700775.427,,15629013.681,160815246825.0,,506352.0,329967.0,506732798.0,18239225.0,114160526.829
2020-02-26,51.4271682588,15509350562300.0,1088999982.05,111020255.745,,17822599.4318,171212945900.0,,485936.0,334593.0,506397763.0,18237425.0,116289798.638
2020-02-25,52.8378339912,15546745765500.0,1060129347.03,108969442.265,,17377835.2214,175180291400.0,,479779.0,328890.0,506069685.0,18235600.0,64282324.0134
2020-02-24,61.9243915821,15546745765500.0,737289757.885,109742275.189,,17684305.8236,180459918600.0,,392788.0,285579.0,505782693.0,18233800.0,34324865.7888
2020-02-23,59.2635612496,15546745765500.0,508369260.66199994,114379272.73200001,,18051502.9659,176968908000.0,,447155.0,304597.0,505479288.0,18232000.0,79370095.0346
2020-02-22,55.798627688,15546745765500.0,1133722528.7,119016270.27600001,,18886942.6943,176295149100.0,,490626.0,338484.0,505139836.0,18230200.0,128769390.754
2020-02-21,48.5376591753,15546745765500.0,1635169613.47,97376948.4073,,15368284.874000002,175366322200.0,,484700.0,316626.0,504823586.0,18228400.0,186474102.045
2020-02-20,54.188082245100006,15546745765500.0,1880304367.68,108969442.265,,18406770.3413,184462305300.0,,498407.0,334805.0,504488695.0,18226600.0,138390971.194
2020-02-19,57.2139873633,15546745765500.0,1513418378.63,115924938.58,,19007001.528,185163841000.0,,492008.0,331050.0,504157787.0,18224787.5,119040244.175
2020-02-18,56.725991864099996,15546745765500.0,2253057178.22,121334769.047,,19823862.1988,175660367512.0,,501664.0,341491.0,503817075.0,18222975.0,85454123.7067
2020-02-17,60.9148465058,15546745765500.0,1638768688.22,109742275.189,,17801511.0835,179696981300.0,,400574.0,292236.0,503524815.0,18221150.0,113915188.256
2020-02-16,56.6897318162,15546745765500.0,1109593958.57,109742275.189,,18294966.9415,180435332725.0,,477637.0,322721.0,503201729.0,18219350.0,122708338.30600001
2020-02-15,54.843620444799996,15546745765500.0,1546031520.68,104332444.722,,17892676.3265,188442337200.0,,,326078.0,502875969.0,18217550.0,198094127.11200002
2020-02-14,54.3229361298,15546745765500.0,1903943551.24,108969442.265,,18474198.442,186481700036.0,,520063.0,340081.0,502535380.0,18215737.5,161983394.00100002
2020-02-13,54.4473644095,15546745765500.0,1870288291.39,109742275.189,,18763378.485999998,190299219000.0,,525865.0,344615.0,502190188.0,18213937.5,190105216.395
2020-02-12,51.215033400900005,15521134947900.0,2306736286.51,114190850.876,,19051941.2101,187348258462.0,,554051.0,365583.0,501824989.0,18212137.5,155424327.745
2020-02-11,51.597641018999994,15466098935600.0,1655558310.38,93796521.68100001,,15671545.1161,179235000781.0,,455620.0,298104.0,501527013.0,18210312.5,107419112.67799999
2020-02-10,61.9374694396,15466098935600.0,744577606.608,117630064.075,,19747647.2564,185066790369.0,,428286.0,317070.0,501209769.0,18208962.5,75572303.9296
2020-02-09,53.964278293199996,15466098935600.0,1443920309.06,106866528.8,,17511947.9489,180651342300.0,,448359.0,318363.0,500892017.0,18207150.0,87939405.4854
2020-02-08,51.6415384786,15466098935600.0,1803840353.47,106866528.8,,17296713.6149,177511143294.0,,516223.0,334938.0,500557417.0,18205337.5,152115909.003
2020-02-07,52.3365386658,15466098935600.0,3323586288.29,103791233.00799999,,17105098.5956,177675627769.0,,477314.0,315370.0,500241185.0,18203537.5,163509451.016
2020-02-06,51.23221549,15466098935600.0,1182655805.23,122243007.765,,19130672.8183,177002553206.0,,532209.0,368604.0,499873273.0,18201712.5,90649388.5674
2020-02-05,49.8561284752,15466098935600.0,980532522.8510001,101484761.16299999,,15415016.3633,166620084500.0,,481304.0,309190.0,499563560.0,18199900.0,108746958.812
2020-02-04,52.7688716863,15466098935600.0,3506998581.3,113785944.33399999,,17467129.7546,169406112900.0,,496016.0,331012.0,499232868.0,18198100.0,66403963.968
2020-02-03,58.2518215268,15466098935600.0,610013826.845,109941824.593,,16944231.5939,171818562750.0,,423400.0,290879.0,498940710.0,18196300.0,36660829.428
2020-02-02,58.797340079499996,15466098935600.0,994556670.98,116092416.17899999,,17858163.3183,170327811750.0,,446239.0,303724.0,498638286.0,18194500.0,106765634.873
2020-02-01,50.9536765522,15466098935600.0,2215319754.13,110710648.54200001,,17040641.8641,169437711450.0,,494165.0,334434.0,498303172.0,18192700.0,175049334.31
2020-01-31,55.89459404390001,15466098935600.0,1703649922.2,119936535.92,,18922276.3946,173613949600.0,,493724.0,332558.0,497970930.0,18190900.0,132156743.749
2020-01-30,55.4599640721,15466098935600.0,1212895193.81,123011831.713,,18887556.2843,169904149575.0,,491989.0,340562.0,497630786.0,18189075.0,187574422.504
2020-01-29,47.7648977463,15203806713100.0,1052472169.01,107321517.017,,16242549.0084,163936040550.0,,509810.0,340052.0,497290934.0,18186825.0,157722446.273
2020-01-28,50.9483378688,14776367535700.0,810082885.5669999,94755300.6506,,14226813.8665,159564501862.0,,437319.0,279240.0,497010617.0,18185025.0,90541442.5134
2020-01-27,58.099238335,14776367535700.0,375372746.97900003,105038821.65100001,,15373871.8528,155806819238.0,,363816.0,261247.0,496750535.0,18183675.0,49103693.8912
2020-01-26,60.0392153121,14776367535700.0,372513968.744,120464103.153,,17146239.2657,151518551144.0,,392023.0,285584.0,496464704.0,18181862.5,103625698.657
2020-01-25,51.7239595987,14776367535700.0,983478887.0910001,111649656.581,,16478219.0489,154390359156.0,,458468.0,313887.0,496150716.0,18179612.5,140040083.618
2020-01-24,51.588700746,14776367535700.0,1402766346.48,116791417.081,,17169132.3179,152420643375.0,,460611.0,329918.0,495819165.0,18177775.0,62159413.0416
2020-01-23,51.9998545817,14776367535700.0,1252987750.2,114587805.438,,17310387.5912,157104039912.0,,469174.0,328586.0,495491741.0,18175975.0,80118406.4526
2020-01-22,53.007024654700004,14776367535700.0,897029394.97,112384193.795,,16708344.2414,156947101650.0,,474715.0,315210.0,495177200.0,18173587.5,78615695.3157
2020-01-21,50.0569227523,14776367535700.0,1265736839.76,111649656.581,,16034934.2929,157268384006.0,,462938.0,313661.0,494863133.0,18171862.5,171406582.848
2020-01-20,58.8519214216,14776367535700.0,604108398.923,110180582.15200001,,16961771.1248,158888439450.0,,404454.0,283960.0,494578989.0,18170100.0,73102474.796
2020-01-19,51.6448962914,14776367535700.0,691951125.418,96958912.2936,,14834325.076,162651593844.0,,421781.0,287237.0,494291808.0,18168287.5,172392198.518
2020-01-18,54.8876145709,14776367535700.0,1542090152.49,116791417.081,,17783148.0201,161372908462.0,,485413.0,323992.0,493967843.0,18166487.5,113463579.965
2020-01-17,53.6227320285,14776367535700.0,1325748763.7,116791417.081,,17478168.6365,158432404375.0,,479286.0,325947.0,493641700.0,18164687.5,162415225.669
2020-01-16,50.4804035221,14776367535700.0,2458672964.84,110915119.366,,16792710.0749,158258399156.0,,503782.0,332658.0,493308752.0,18162437.5,322001233.934
2020-01-15,45.3896676882,13819009697300.0,2900956206.91,99607271.22,,15748081.3734,158605927606.0,,535911.0,346953.0,492962592.0,18160637.5,68769719.30399999
2020-01-14,50.1834040864,13798783827500.0,881745942.082,98089600.8416,,14633330.0814,147404363406.0,,436615.0,291597.0,492670037.0,18158837.5,39375157.8458
2020-01-13,54.7886892999,13798783827500.0,451843048.807,103577130.95899999,,15625350.6675,147789206731.0,,383784.0,283136.0,492387530.0,18157037.5,75103205.4975
2020-01-12,54.5283533905,13798783827500.0,512234137.66,111808426.134,,16893865.3907,146513476774.0,,435879.0,309070.0,492078809.0,18155225.0,153599795.441
2020-01-11,45.0900867653,13798783827500.0,1280612805.31,102205248.42899999,,15541380.5657,146476254412.0,,507550.0,330734.0,491747586.0,18152962.5,108323770.47399999
2020-01-10,48.843030002,13798783827500.0,1557053628.83,107692778.546,,15730239.7133,144519356775.0,,478535.0,322057.0,491424508.0,18151137.5,224003807.373
2020-01-09,46.822600928,13798783827500.0,1185786689.98,97403659.577,,14890476.7245,145439716056.0,,483591.0,318019.0,491108037.0,18149337.5,210649283.908
2020-01-08,51.285400455200005,13798783827500.0,1122651351.86,120725662.574,,17646229.3032,145552324519.0,,500250.0,344079.0,490763687.0,18147537.5,114010548.125
2020-01-07,42.744116622,13798783827500.0,962060777.656,92602070.7246,,13051403.0811,136561339650.0,,456930.0,299146.0,490463583.0,18145275.0,48177558.2909
2020-01-06,53.4236766613,13798783827500.0,355303880.32199997,111808426.134,,15404396.6232,134923951838.0,,394533.0,287779.0,490176938.0,18143475.0,50181826.9238
2020-01-05,53.9107284379,13798783827500.0,623052159.064,115238132.457,,15650931.3943,133259581894.0,,395429.0,287215.0,489888451.0,18141662.5,136870284.592
2020-01-04,49.573680597700005,13798783827500.0,1721171458.46,115924073.722,,15705586.4712,132979941400.0,,449208.0,316517.0,489572666.0,18139400.0,68282971.9003
2020-01-03,42.5491723476,13798783827500.0,692062815.86,96717718.3124,,12576131.2233,125847564138.0,,410885.0,295567.0,489274895.0,18137575.0,28600968.8576
2020-01-02,63.136595338999996,13031658000900.0,278141981.965,112718458.53299999,,15907075.7859,130060710412.0,,334841.0,251735.0,489025448.0,18135775.0,47782090.6994
2020-01-01,44.8222139607,12948593420900.0,854423855.5539999,93333320.1906,,13152944.2201,129935683819.0,,426495.0,293447.0,488732395.0,18133512.5,61748083.664
2019-12-31,47.12614193100001,12948593420900.0,956242180.526,106850559.66600001,,15446347.0361,131237244600.0,,478277.0,324497.0,488408114.0,18131700.0,46435451.0
2019-12-30,51.148196901400006,12948593420900.0,381265550.855,99770100.8933,,14317659.0176,135354473700.0,,389596.0,279925.0,488128275.0,18129450.0,36039614.7447
2019-12-29,45.9245650612,12948593420900.0,480834303.77900004,95908032.4717,,13698700.7384,132766908600.0,,424968.0,298287.0,487830144.0,18127650.0,71840951.382
2019-12-28,40.891985522,12948593420900.0,847107991.825,93333320.1906,,13514433.1871,131004580875.0,,470109.0,322204.0,487507795.0,18125850.0,59760787.208000004
2019-12-27,52.344778398,12948593420900.0,783721256.337,107494237.737,,15752637.6111,129795205038.0,,416540.0,296063.0,487209890.0,18124025.0,39255636.0168
2019-12-26,47.5542588115,12948593420900.0,863528900.79,82390792.9958,,11634910.2864,129443570962.0,,351294.0,244666.0,486966963.0,18121737.5,76336714.458
2019-12-25,39.684584240599996,12948593420900.0,770512475.798,80459758.785,,11525831.9085,131037582206.0,,430465.0,290436.0,486676926.0,18120387.5,121983509.734
2019-12-24,45.1174690089,12948593420900.0,1144871677.88,92045964.05,,13758030.7646,134086606794.0,,454864.0,304845.0,486369815.0,18118587.5,72767893.2698
2019-12-23,54.5694416817,12948593420900.0,409093776.77900004,108781593.877,,15337832.9735,135060557625.0,,372537.0,281070.0,486089966.0,18116775.0,25368503.344
2019-12-22,50.9285393912,12948593420900.0,484021776.66300005,113287340.369,,15844785.3183,129196001700.0,,414726.0,311118.0,485778828.0,18114975.0,55147309.6694
2019-12-21,42.459303299,12948593420900.0,1192218774.49,100413778.964,,14124384.4575,130049365500.0,,476911.0,332657.0,485446496.0,18112725.0,92465911.4364
2019-12-20,44.5246170459,12892837609400.0,1185600661.75,100622310.115,,14591652.0229,129408309794.0,,471708.0,319555.0,485126046.0,18110462.5,208624105.20099998
2019-12-19,36.705163679,12876842089700.0,1653840922.57,85774913.1623,,11695182.7772,129123728825.0,,490049.0,314249.0,484811929.0,18108650.0,106173720.173
2019-12-18,37.9692469134,12876842089700.0,1699726138.75,90255692.2081,,12121833.9541,121388238600.0,26663.0,485661.0,319254.0,484492834.0,18106837.5,91191811.2654
2019-12-17,43.0995486846,12876842089700.0,880428472.303,100497472.884,,14132643.7105,124752760894.0,87342.0,481698.0,327085.0,484164768.0,18105037.5,35264356.5942
2019-12-16,42.2335470675,12876842089700.0,331461605.787,79373800.2398,,11126047.873,128605310400.0,61380.0,375238.0,263441.0,483903832.0,18103225.0,39393109.051
2019-12-15,46.147063100299995,12876842089700.0,455496983.97099996,96656805.1307,,13824044.9576,128278937188.0,70855.0,413605.0,293496.0,483610063.0,18101875.0,52683167.6199
2019-12-14,43.149163782399995,12876842089700.0,910737705.989,97296916.423,,14060284.465999998,131511784425.0,84134.0,547195.0,322888.0,483286837.0,18099612.5,75073234.6496
2019-12-13,38.7312182764,12876842089700.0,1259580435.18,85134801.8701,,12076200.2025,130503145305.0,85677.0,531404.0,311795.0,482975074.0,18097800.0,53833378.0026
2019-12-12,41.4149413314,12876842089700.0,960237277.263,84494690.5778,,12062018.8329,130149668400.0,81066.0,521113.0,291248.0,482683490.0,18096450.0,66161513.2368
2019-12-11,42.6369854323,12876842089700.0,1203358979.52,94736471.2539,,13646564.1054,130543852425.0,86024.0,548706.0,320064.0,482362284.0,18094650.0,108414489.455
2019-12-10,44.5458869125,12876842089700.0,984541456.772,94736471.2539,,13970881.9665,133036726050.0,86871.0,538820.0,313629.0,482048438.0,18092850.0,32114286.4924
2019-12-09,50.096324590100004,12876842089700.0,307899861.77099997,94736471.2539,,13969510.4009,136623609600.0,61252.0,434939.0,278853.0,481769625.0,18091050.0,34352533.7937
2019-12-08,53.4140536308,12876842089700.0,842686832.9189999,99217250.2997,,15286888.4929,135985936875.0,67005.0,465570.0,285284.0,481485208.0,18089250.0,77922849.9525
2019-12-07,43.13432348640001,12876842089700.0,1235038809.94,92816137.3772,,13603961.7471,134675615850.0,82947.0,534431.0,315386.0,481170589.0,18086975.0,85470713.7483
2019-12-06,43.1867460517,12955951549100.0,829793365.23,93386357.498,,13451289.4192,133341995275.0,84264.0,535061.0,311468.0,480858483.0,18085175.0,142535673.455
2019-12-05,45.7717257668,12973235968800.0,1466498115.74,107698810.68200001,,15591131.4045,135399270312.0,88204.0,569753.0,337284.0,480521478.0,18083375.0,50091304.5022
2019-12-04,43.498365926400005,12973235968800.0,1101171350.27,101894683.161,,14637722.1146,132031569375.0,93127.0,565368.0,336512.0,480184674.0,18081562.5,71586469.665
2019-12-03,42.7224657847,12973235968800.0,904057314.8230001,93510943.4068,,13446041.6564,131382363938.0,83429.0,552276.0,314730.0,479870557.0,18079312.5,88571039.0699
2019-12-02,47.067508938900005,12973235968800.0,410180206.361,89641525.0589,,12925726.3723,132372585281.0,65885.0,468193.0,274621.0,479596328.0,18077512.5,78337203.7668
2019-12-01,44.266089174499996,12973235968800.0,696535295.153,81257785.3052,,12281980.5702,137294074294.0,71020.0,493866.0,277458.0,479318299.0,18075712.5,117995230.159
2019-11-30,43.4639536571,12973235968800.0,1078007992.32,87706815.885,,14142605.4886,139244696100.0,84816.0,543960.0,311290.0,479007302.0,18074337.5,99775070.97
2019-11-29,50.782265537200004,12973235968800.0,769525352.625,105119198.45,,15917751.9149,137721581506.0,82028.0,533010.0,309623.0,478697560.0,18072512.5,220499982.95
2019-11-28,40.4568918848,12973235968800.0,1513433741.15,89641525.0589,,12848987.4919,136542114750.0,80238.0,566552.0,317597.0,478379400.0,18070687.5,108471398.915
2019-11-27,34.7550669694,12973235968800.0,1179814702.24,78678173.0733,,11167150.5679,129057028969.0,93130.0,576620.0,321310.0,478058698.0,18068887.5,250687896.39
2019-11-26,39.3016544807,12973235968800.0,1313006695.03,80612882.2472,,11205569.8206,130688187012.0,64270.0,495578.0,279470.0,477778804.0,18067075.0,88831996.034
2019-11-25,44.2566521666,12973235968800.0,544401075.375,84482300.5951,,11832812.5765,127408525562.0,58172.0,436089.0,267368.0,477512144.0,18065725.0,74562140.9344
2019-11-24,51.6732027042,12973235968800.0,1151153475.67,111568229.03,,16178363.0347,132119547450.0,65743.0,514757.0,306424.0,477205374.0,18063925.0,283120965.822
2019-11-23,39.7198346975,12973235968800.0,1691710108.35,85127203.6531,,12538677.9777,131040535500.0,78342.0,607299.0,310539.0,476895056.0,18062100.0,152565570.37
2019-11-22,42.3386065467,12795789637900.0,1165992114.2,87143254.9642,,13715760.9452,137059521838.0,81620.0,584765.0,323954.0,476570762.0,18060287.5,62317220.548
2019-11-21,45.402007976499995,12720005267400.0,870969121.525,89788714.5976,,14807093.0674,145750052612.0,83406.0,525739.0,321086.0,476249278.0,18058487.5,80797818.392
2019-11-20,46.6587908046,12720005267400.0,923399726.065,92950289.0553,,15599060.2594,146367407550.0,88690.0,561226.0,327630.0,475922138.0,18056675.0,98039358.9687
2019-11-19,49.11324516810001,12720005267400.0,1043917564.34,88524084.8145,,14963381.5186,151877398200.0,75346.0,510494.0,304671.0,475617345.0,18054850.0,42762607.2801
2019-11-18,62.7245046678,12720005267400.0,342818350.321,97376493.296,,16582477.299,154254285725.0,57051.0,430853.0,264370.0,475351799.0,18053050.0,27218439.49
2019-11-17,55.9653266122,12720005267400.0,461834641.876,93582603.9468,,15864379.2041,152876036250.0,70345.0,495077.0,283468.0,475069560.0,18051250.0,102346506.69
2019-11-16,52.9858581575,12720005267400.0,1199132985.12,99905752.8621,,17351278.9708,152842742600.0,82533.0,575887.0,325145.0,474744608.0,18049450.0,62094349.5168
2019-11-15,52.8362276962,12720005267400.0,946450282.516,106861216.669,,18779474.7376,156094016738.0,82672.0,535548.0,350023.0,474394716.0,18047637.5,53278229.9502
2019-11-14,47.2420634605,12720005267400.0,1486062566.37,85362510.3569,,15067619.9304,157951167375.0,90574.0,555616.0,318945.0,474075257.0,18045375.0,84092098.4904
2019-11-13,49.7348295591,12720005267400.0,865205529.78,85362510.3569,,14989182.4022,157069320375.0,73277.0,501680.0,301382.0,473774076.0,18043575.0,99417730.8838
2019-11-12,51.671138704899995,12720005267400.0,718863061.1919999,95479548.6214,,16881322.7129,158009865450.0,77280.0,511673.0,326707.0,473447762.0,18041775.0,58075876.8544
2019-11-11,62.5177134399,12720005267400.0,364320564.19,104964271.994,,18896479.0289,163108433962.0,63021.0,435494.0,299712.0,473147926.0,18039975.0,40216982.8143
2019-11-10,52.6231014729,12720005267400.0,1046596790.17,91053344.3807,,16111246.6163,158627601025.0,72002.0,519291.0,306163.0,472841904.0,18038162.5,159478900.17200002
2019-11-09,47.4003359782,12720005267400.0,1458241138.13,80936306.1161,,14762408.0374,159820208112.0,72759.0,541512.0,311441.0,472529824.0,18036362.5,73169474.0496
2019-11-08,49.2190917838,13669891710400.0,1410260957.18,91737090.3691,,15970955.4357,165656473844.0,83307.0,553447.0,324487.0,472205363.0,18034562.5,78710164.82800001
2019-11-07,50.1096607333,13691480038700.0,1446365892.0,89840145.6945,,15769410.0134,167497314481.0,83708.0,559293.0,314698.0,471890825.0,18032762.5,97692940.8928
2019-11-06,52.319488828100006,13691480038700.0,2769186824.14,98007431.6667,,17451427.0961,168251110038.0,85944.0,576664.0,332839.0,471557178.0,18031412.5,103857828.91700001
2019-11-05,51.1410223206,13691480038700.0,1333487928.86,89840145.6945,,15941423.7727,169874891200.0,83817.0,549112.0,310979.0,471247114.0,18029600.0,47020646.3232
2019-11-04,55.617918967899996,13691480038700.0,791930340.105,93923788.6806,,16402669.8083,165026366775.0,63930.0,465534.0,294367.0,470953049.0,18027787.5,53740264.7922
2019-11-03,56.231387852,13691480038700.0,736867493.3610001,91201360.0232,,16052149.3646,168245320994.0,64610.0,472031.0,284443.0,470668291.0,18025962.5,107433320.873
2019-11-02,48.3729391425,13691480038700.0,2074156433.8,88478931.3658,,15476389.7763,166628530256.0,87270.0,563151.0,316187.0,470352372.0,18024612.5,160663136.866
2019-11-01,52.625660115,13691480038700.0,1573437647.48,89840145.6945,,15460313.8029,166620786000.0,76280.0,504880.0,293779.0,470055810.0,18022800.0,145730105.176
2019-10-31,49.898356795699996,13691480038700.0,933497841.255,91201360.0232,,15935289.7345,164378551500.0,84384.0,536888.0,314163.0,469743704.0,18021000.0,169991136.671
2019-10-30,51.6559195515,13691480038700.0,1157811408.23,90520752.8588,,15907595.3937,170438741294.0,81091.0,527526.0,307953.0,469436000.0,18019637.5,233830897.397
2019-10-29,52.499629284099996,13691480038700.0,1882149479.1,91201360.0232,,16254462.7223,170385680319.0,82114.0,540579.0,309611.0,469126404.0,18017837.5,290708092.524
2019-10-28,54.1633461897,13691480038700.0,721778043.4239999,78269823.9005,,13879519.9511,174170042531.0,58950.0,438755.0,256253.0,468869146.0,18016037.5,657396445.266
2019-10-27,54.850674524700004,13691480038700.0,1256366630.61,95285003.0093,,16769057.917000001,164429060156.0,77961.0,541095.0,305722.0,468564513.0,18014687.5,333681035.137
2019-10-26,42.3285572909,13691480038700.0,1334170237.66,93923788.6806,,13909079.2687,155604328669.0,86090.0,570469.0,328598.0,468235588.0,18012887.5,75975960.6024
2019-10-25,41.4496876158,13691480038700.0,984320293.087,90520752.8588,,12594197.4342,134020502088.0,76023.0,515253.0,303843.0,467930293.0,18011087.5,221341213.83099997
2019-10-24,48.5485454719,13069108485900.0,1296382266.37,109144376.317,,17079475.3941,133686281462.0,78157.0,544470.0,349320.0,467582972.0,18009737.5,89353651.5172
2019-10-23,51.2399501979,13008091667000.0,996706690.858,109281440.75799999,,17496598.3544,145734394012.0,82719.0,541300.0,341464.0,467241350.0,18007462.5,78014940.8592
2019-10-22,46.868673934700006,13008091667000.0,949795298.925,102815083.317,,16722180.4358,147435682556.0,80662.0,545843.0,351791.0,466888778.0,18005212.5,90340986.7572
2019-10-21,51.4650747772,13008091667000.0,335445114.083,94408818.6433,,14984777.0324,148221992200.0,60039.0,437713.0,289796.0,466599919.0,18003400.0,53229503.8836
2019-10-20,46.9692240058,13008091667000.0,393045996.9,91822275.6668,,14484979.8988,142932505500.0,64785.0,486396.0,304736.0,466295480.0,18001575.0,94710382.216
2019-10-19,48.0213891675,13008091667000.0,1046146449.48,103461719.061,,16329289.2153,142765215412.0,75132.0,518606.0,339390.0,465955188.0,17999775.0,79993882.9404
2019-10-18,46.2402548337,13008091667000.0,1260759811.26,96995361.6198,,15858419.077,145198562469.0,79040.0,528543.0,334105.0,465620843.0,17997962.5,117969721.391
2019-10-17,43.2339749883,13008091667000.0,944835135.107,92468911.4109,,14633533.2162,143254570838.0,79750.0,545056.0,338473.0,465283607.0,17995675.0,86738049.996
2019-10-16,47.4181091791,13008091667000.0,933447813.5630001,98935268.8522,,16240085.9584,146626757262.0,80429.0,533673.0,339698.0,464942535.0,17994325.0,61644447.2176
