,CostPerTRansaction,Difficulty,EstimatedTransactionVolume,HashRate,MiningOperationMargin,MinerRevenue,MarketCapitalization,TransactionsPerDay,UniqueAddress,NumberOfTransactions,TotalNumberOfTransactions,Mined,ExchangeTradeVolume
2018-06-14,54.4099760365,4940704885520.0,1003076179.73,35121339.3988,,11320892.25,107946207582.0,45148.0,458586.0,211829.0,322203847.0,17091725.0,582320290.4369999
2018-06-13,55.8633542529,4940704885520.0,818780283.334,35612546.9429,,11844835.5208,111684137240.99997,46348.0,447809.0,214595.0,321992018.0,17089937.5,401258529.225
2018-06-12,57.2340338183,4940704885520.0,957529687.8460001,34384528.0828,,12039312.7617,117492450820.0,47330.0,446187.0,213196.0,321777423.0,17088125.0,378492500.753
2018-06-11,60.4613268712,4940704885520.0,637339088.9990001,31191679.0465,,10758310.2292,115792455396.0,34036.0,392108.0,179809.0,321564227.0,17086375.0,736759768.9360001
2018-06-10,79.7572184245,4940704885520.0,506021255.081,35121339.3988,,13551637.5292,129236308938.0,37587.0,370066.0,171306.0,321384418.0,17084787.5,91992940.356
2018-06-09,69.607372338,4940704885520.0,820067981.35,35612546.9429,,13811527.9167,130175079393.0,45670.0,477385.0,200379.0,321213112.0,17083000.0,192350883.74400002
2018-06-08,66.8506680349,4940704885520.0,800445414.5669999,35121339.3988,,13721335.6042,131119835639.0,47882.0,433803.0,207627.0,321012733.0,17081187.5,226860730.568
2018-06-07,68.8710339111,4940704885520.0,781104515.782,36103754.4869,,14067189.5,130753282364.99997,48026.0,451993.0,206417.0,320805106.0,17079400.0,295953157.92
2018-06-06,78.91225694229999,4415593341670.0,766868932.8130001,42980660.1034,,16659392.1858,130057970864.0,48405.0,460259.0,212901.0,320598689.0,17077562.5,310610271.672
2018-06-05,82.4720914858,4306949573980.0,773961206.891,39180231.3025,,17156875.25,128069979769.00003,48566.0,449727.0,209916.0,320385788.0,17075375.0,294372762.302
2018-06-04,96.7088403249,4306949573980.0,485884807.311,34898238.8104,,15688517.725,131460827418.0,35122.0,369974.0,163443.0,320175872.0,17073087.5,177606670.83200002
2018-06-03,83.9569137366,4306949573980.0,520519261.628,32543142.9398,,14525778.6667,130510681004.0,38677.0,386673.0,174497.0,320012429.0,17071050.0,240176294.70099998
2018-06-02,76.83900791880001,4306949573980.0,867167014.1669999,35540537.6842,,15635429.3333,128618548725.0,46018.0,551182.0,205481.0,319837932.0,17069150.0,302871386.69
2018-06-01,76.751896332,4306949573980.0,827851052.9419999,36396936.1826,,15919297.25,127856865936.00003,48990.0,454485.0,209526.0,319632451.0,17067075.0,255228873.48400003
2018-05-31,79.5317598999,4306949573980.0,902500526.9660001,37253334.6811,,16063234.125,126031396405.0,46568.0,443064.0,204077.0,319422925.0,17064950.0,339813351.378
2018-05-30,64.3415898881,4306949573980.0,923597749.157,29759847.8199,,12968995.585,127286197091.0,45720.0,442313.0,204769.0,319218848.0,17062775.0,457810459.53099996
2018-05-29,74.6429825834,4306949573980.0,1013613734.54,33399541.4382,,13947339.5,121654438770.0,42239.0,407910.0,189063.0,319014079.0,17061037.5,359150380.485
2018-05-28,105.57639668700001,4306949573980.0,405677290.335,35112338.435,,15091754.9167,125586130562.00003,30071.0,337617.0,144304.0,318825016.0,17059087.5,212506321.225
2018-05-27,94.68714036780001,4306949573980.0,424995809.61,34684139.1858,,14869389.375,125248262801.00003,35471.0,356715.0,158783.0,318680712.0,17057037.5,206933926.372
2018-05-26,84.6447314741,4306949573980.0,788621726.07,37681533.9303,,16379524.3333,126978632840.0,42979.0,464173.0,196181.0,318521929.0,17055012.5,431191188.04300004
2018-05-25,66.4798369816,4219142059010.0,1000588876.25,30616246.3183,,13524570.5833,129024876252.00003,44054.0,447545.0,206825.0,318325748.0,17052812.5,621630127.483
2018-05-24,69.5946312038,4143878474750.0,1036342565.26,33370917.2394,,15300373.5,128833111634.0,46284.0,481668.0,223196.0,318118923.0,17051025.0,699344596.528
2018-05-23,75.4511651184,4143878474750.0,877226131.468,31104990.7602,,15129407.25,136657623420.0,46299.0,441615.0,203337.0,317895727.0,17049000.0,305894176.501
2018-05-22,82.5032247284,4143878474750.0,790740779.415,32340950.6579,,16465039.572999999,142949519694.0,46341.0,445195.0,202647.0,317692390.0,17047112.5,289720578.797
2018-05-21,97.85472937120001,4143878474750.0,515334602.955,29663037.5461,,15313332.0,145010022744.0,33842.0,369970.0,158663.0,317489743.0,17045150.0,262757456.592
2018-05-20,92.84853974389999,4143878474750.0,569531075.189,31722970.709000003,,15829830.0417,140152381216.0,37429.0,378135.0,173274.0,317331080.0,17043350.0,218570551.058
2018-05-19,74.8102035649,4143878474750.0,1787078403.23,30487010.8113,,15433623.015,140422279278.0,44858.0,499647.0,211496.0,317157806.0,17041425.0,412136776.741
2018-05-18,71.6891988489,4143878474750.0,1921347087.35,27191117.7506,,13537217.6167,138124811300.0,42515.0,420624.0,192683.0,316946310.0,17039575.0,424479322.03400004
2018-05-17,90.8181296432,4143878474750.0,1353735436.44,36872803.6163,,18670664.4117,142108277841.0,43830.0,455066.0,208463.0,316753627.0,17037925.0,600159885.905
2018-05-16,73.8221134468,4143878474750.0,1081411504.35,30075024.1787,,15533410.85,144998538657.0,46074.0,477898.0,214779.0,316545164.0,17035687.5,454469063.70199996
2018-05-15,69.5332530962,4143878474750.0,1865447206.61,27191117.7506,,14284515.2883,147377631315.0,44557.0,469797.0,209697.0,316330385.0,17033862.5,706860457.891
2018-05-14,102.96262222899999,4143878474750.0,635299096.5630001,30487010.8113,,16146155.5833,148651217813.0,31253.0,364084.0,158794.0,316120688.0,17032212.5,406595675.334
2018-05-13,97.442635439,4143878474750.0,918875391.6989999,33988897.1883,,17498965.0,144491499309.0,34987.0,434890.0,182054.0,315961894.0,17030362.5,614413743.662
2018-05-12,64.4646606696,4138123233250.0,1272408039.53,26161151.1691,,13452669.738,144209062700.0,42217.0,510498.0,213624.0,315779840.0,17028300.0,463167940.33199996
2018-05-11,85.0085529224,4022059196160.0,1324180127.31,30790397.6546,,17520355.4167,154968340040.0,44493.0,465045.0,208961.0,315566216.0,17026712.5,429069482.61300004
2018-05-10,91.6292617172,4022059196160.0,1210273479.41,31990023.5372,,18644083.3333,158705778441.0,44289.0,459142.0,206579.0,315357255.0,17024787.5,488309747.671
2018-05-09,75.0709064157,4022059196160.0,1301704096.56,27791332.948000003,,16034706.9792,157096638579.0,45603.0,480689.0,217810.0,315150676.0,17022787.5,517076475.258
2018-05-08,87.0887500616,4022059196160.0,1292283431.85,29990647.0661,,17532514.44,159073456774.0,45702.0,450523.0,205063.0,314932866.0,17021050.0,280712076.129
2018-05-07,97.7687478294,4022059196160.0,988115175.597,27391457.6537,,16501238.5101,163896974567.0,37150.0,386314.0,171761.0,314727803.0,17019175.0,469126978.35
2018-05-06,98.8865905109,4022059196160.0,1023518305.28,32189961.1843,,19738957.9733,166827403576.0,40782.0,450117.0,202703.0,314556042.0,17017462.5,537691046.6819999
2018-05-05,78.2100780377,4022059196160.0,1411310861.66,27591395.3009,,16751009.25,165232440779.0,46889.0,513487.0,219069.0,314353339.0,17015450.0,574880148.553
2018-05-04,81.2787990295,4022059196160.0,1327368113.18,30190584.7133,,18194118.9792,163999860625.0,47746.0,501839.0,228521.0,314134270.0,17013725.0,680877288.733
2018-05-03,77.703242731,4022059196160.0,1367783030.59,27991270.5951,,16155938.352,156873400630.0,48251.0,468950.0,212296.0,313905749.0,17011837.5,388274885.067
2018-05-02,91.0766817976,4022059196160.0,855147575.988,31590148.243,,17923394.9167,154368868774.0,41012.0,490968.0,199959.0,313693453.0,17010087.5,527697023.855
2018-05-01,84.9829157575,4022059196160.0,1035300588.35,30990335.3017,,17940416.875,157487808262.0,46183.0,480942.0,215107.0,313493494.0,17008112.5,418094847.72400004
2018-04-30,103.76687952299999,4022059196160.0,1007425923.12,31590148.243,,18435206.2917,158740427523.0,34801.0,415426.0,180798.0,313278387.0,17006175.0,462929664.35300004
2018-04-29,75.1816958847,4022059196160.0,1666871609.28,25592018.8298,,14931203.5067,158584116595.0,38518.0,429928.0,203681.0,313097589.0,17004200.0,715447010.895
2018-04-28,78.1292382991,3943557223450.0,1241919188.19,28391145.8893,,16065400.56,153198866832.0,45689.0,502991.0,211119.0,312893908.0,17002600.0,585397247.861
2018-04-27,78.17805679439999,3839316899030.0,1420907959.32,26910340.4324,,16429027.8425,157400409845.0,47179.0,482588.0,216732.0,312682789.0,17000825.0,844331716.075
2018-04-26,68.7564029121,3839316899030.0,1640070695.43,23474977.8241,,14253380.3133,152915180046.0,43932.0,476859.0,213155.0,312466057.0,16999062.5,1422424550.91
2018-04-25,77.08139707229999,3839316899030.0,1794341044.68,30345703.0408,,19144528.397,162420564034.0,53089.0,548251.0,254493.0,312252902.0,16997525.0,1018367445.35
2018-04-24,76.6337865923,3839316899030.0,1174366423.88,29200582.1714,,17086010.4375,151835780976.0,48325.0,488405.0,226353.0,311998409.0,16995537.5,450699812.65
2018-04-23,103.969524991,3839316899030.0,662423526.707,30536556.5191,,17677096.6667,150198975921.0,35156.0,396697.0,171870.0,311772056.0,16993625.0,465733651.161
2018-04-22,91.5298184608,3839316899030.0,968060857.955,30345703.0408,,17521934.3475,149648724658.0,42484.0,437087.0,193975.0,311600186.0,16991625.0,651772735.957
2018-04-21,74.2007646182,3839316899030.0,1159554824.32,26146926.5195,,15169132.8642,150404475373.0,44820.0,509922.0,207777.0,311406211.0,16989637.5,794298021.36
2018-04-20,87.0864728928,3839316899030.0,1383779298.64,33971919.1275,,18366540.625,140228950403.0,48539.0,499809.0,213523.0,311198434.0,16987925.0,464912252.674
2018-04-19,82.3781734818,3839316899030.0,837466035.967,30536556.5191,,16329874.8515,138687177633.0,45773.0,451616.0,200740.0,310984911.0,16985700.0,464196480.75699997
2018-04-18,80.2427034449,3839316899030.0,905161446.484,30918263.4756,,15988219.2751,134093392445.0,45790.0,451452.0,201820.0,310784171.0,16983700.0,394991691.109
2018-04-17,73.3489822276,3839316899030.0,870304184.1739999,26910340.4324,,14177203.375,136597253971.0,46236.0,433711.0,196106.0,310582351.0,16981675.0,573360855.044
2018-04-16,98.81570936790001,3839316899030.0,565887877.99,31109116.9538,,16994274.7292,141625176885.0,42989.0,408544.0,174031.0,310386245.0,16979912.5,463617555.313
2018-04-15,86.2160724992,3796188328000.0,519632755.977,26146926.5195,,13762525.1755,136442880067.0,38123.0,363642.0,161843.0,310212214.0,16977875.0,436167916.73300004
2018-04-14,76.2667099755,3511060552900.0,1139372876.25,28798401.5171,,16284279.6875,134033734871.00003,45279.0,503405.0,217282.0,310050371.0,16976162.5,926851085.082
2018-04-13,72.9676352851,3511060552900.0,1427097610.83,26878508.0827,,15107101.625,133210105813.99997,45132.0,442157.0,210879.0,309833089.0,16974100.0,1299643867.99
2018-04-12,76.9269443208,3511060552900.0,944371471.165,28100258.4501,,13939111.6667,117553809963.0,42166.0,399072.0,183248.0,309622210.0,16972175.0,307821267.926
2018-04-11,75.4797508914,3511060552900.0,814234811.038,28623865.7504,,13914521.9167,115186194164.0,41272.0,414048.0,186415.0,309438962.0,16970162.5,315236593.323
2018-04-10,70.5705032533,3511060552900.0,767735388.1589999,25656757.7153,,12309914.75,113674023588.0,40077.0,384889.0,176563.0,309252547.0,16968112.5,753187037.3019999
2018-04-09,103.01026121700001,3511060552900.0,548374125.206,28100258.4501,,14130051.6983,119063492862.0,29423.0,311299.0,138535.0,309075984.0,16966275.0,326416046.978
2018-04-08,102.01496883700001,3511060552900.0,653970928.963,31416438.0187,,15587298.0,117523117750.0,36567.0,331188.0,154639.0,308937449.0,16964262.5,182056053.355
2018-04-07,67.2091819025,3511060552900.0,707820871.9660001,24085935.8143,,11431310.51,112015038567.99997,37889.0,471570.0,172889.0,308782810.0,16962012.5,462008926.051
2018-04-06,74.127166694,3511060552900.0,765778976.079,27227579.6162,,13311694.5,115779572222.0,40207.0,398397.0,181832.0,308609921.0,16960287.5,609341543.744
2018-04-05,68.068372605,3511060552900.0,749856523.287,25656757.7153,,12472512.0625,115109153213.0,41346.0,432977.0,185710.0,308428089.0,16958337.5,678823367.239
2018-04-04,76.8402231346,3511060552900.0,991675387.16,28449329.9836,,15098761.3125,125655041078.0,44651.0,435410.0,198919.0,308242379.0,16956500.0,750173781.592
2018-04-03,82.4746311538,3511060552900.0,772083379.1719999,27227579.6162,,13719904.25,119289026722.99997,37282.0,377673.0,168178.0,308043460.0,16954462.5,607508836.228
2018-04-02,102.733470467,3494288842680.0,585197702.8180001,28274794.2168,,13758062.625,115177149938.99997,27949.0,316428.0,135129.0,307875282.0,16952512.5,722273399.9419999
2018-04-01,75.6036935747,3462542391190.0,550645501.595,22031861.2314,,11096768.0,117559767046.0,32962.0,332752.0,148617.0,307740153.0,16950487.5,754226245.4260001
2018-03-31,75.9086413754,3462542391190.0,1221858176.86,27884074.371,,13937126.625,116651254934.0,38870.0,449629.0,185940.0,307591536.0,16948887.5,1352337905.12
2018-03-30,71.8380281207,3462542391190.0,1048746364.33,26162835.2123,,13627332.0,121547642972.0,42334.0,428777.0,192411.0,307405596.0,16946862.5,1093751115.33
2018-03-29,76.7510805161,3462542391190.0,852300507.928,23236728.6425,,13433141.25,134888340586.00003,42188.0,395195.0,177521.0,307213185.0,16944962.5,526257701.607
2018-03-28,81.1559983939,3462542391190.0,933013627.2889999,26162835.2123,,14964770.5,133448537838.99997,43411.0,414090.0,187065.0,307035664.0,16943275.0,706985634.7360001
2018-03-27,83.0003434722,3462542391190.0,1014204076.94,25818587.3805,,15370403.125,138877740396.0,42390.0,416731.0,187850.0,306848599.0,16941375.0,898113449.04
2018-03-26,108.78682339299999,3462542391190.0,911678930.6910001,23236728.6425,,14541688.125,145972696885.0,30027.0,318932.0,135274.0,306660749.0,16939500.0,497976127.752
2018-03-25,108.730667203,3462542391190.0,604208316.926,26851330.8757,,16891637.75,146721740014.0,35298.0,360666.0,157087.0,306525475.0,16937812.5,638996171.227
2018-03-24,81.5821841555,3462542391190.0,961129741.3560001,22892480.8107,,14450536.16,147118901988.0,40321.0,430896.0,179818.0,306368388.0,16935862.5,734259108.9039999
2018-03-23,85.1844061886,3462542391190.0,979427716.114,24613719.9694,,15534104.8958,147165112798.0,43862.0,418187.0,185187.0,306188570.0,16934200.0,826892556.905
2018-03-22,88.6768927038,3462542391190.0,1037303972.66,26162835.2123,,17009679.0867,151507050388.0,45291.0,424455.0,194846.0,306003383.0,16932412.5,770717053.1910001
2018-03-21,74.5449184568,3462542391190.0,1036873619.32,21859737.3155,,14275767.4275,152153641094.0,45750.0,423962.0,195168.0,305808537.0,16930512.5,968836842.5810001
2018-03-20,86.4481560258,3462542391190.0,1122875101.3,26679206.9599,,16306726.6167,142406681398.0,45007.0,421647.0,191528.0,305613369.0,16928925.0,1183523625.16
2018-03-19,95.07577060930001,3381698122500.0,867210361.668,25990711.2964,,15423545.8125,138317439562.0,32383.0,382257.0,164401.0,305421841.0,16926987.5,1270330308.34
2018-03-18,97.4795869727,3290605988760.0,703389492.23,24372959.7309,,14888219.0238,135293742711.00003,33230.0,352698.0,154496.0,305257440.0,16925100.0,711706325.7030001
2018-03-17,90.31616076809999,3290605988760.0,980782712.3,25517998.1076,,16634283.9,144362019016.0,41752.0,457060.0,186979.0,305102944.0,16923237.5,771954415.4189999
2018-03-16,74.4517707402,3290605988760.0,1238238594.04,23555075.1762,,15044619.0,141430179682.0,44906.0,459149.0,206186.0,304915965.0,16921287.5,1315209565.09
2018-03-15,78.38429623350001,3290605988760.0,1221695123.02,23555075.1762,,14672757.0,137919738140.0,41871.0,418368.0,191042.0,304709779.0,16919487.5,1157902505.02
2018-03-14,95.01379484360001,3290605988760.0,1418568667.41,25845151.9294,,18172079.5,154876353756.0,43019.0,419994.0,196140.0,304518737.0,16917687.5,1013634517.58
2018-03-13,99.72611702799999,3290605988760.0,1092739345.89,26335882.6623,,18489655.0517,155334337759.0,43309.0,426764.0,188394.0,304322597.0,16915712.5,1145556674.73
2018-03-12,126.291215723,3290605988760.0,1016923551.98,25027267.3747,,18756523.695,165101334801.0,31746.0,349040.0,150884.0,304134203.0,16913700.0,1205268901.95
2018-03-11,100.22360393,3290605988760.0,950847699.78,22900767.5324,,15401709.522,147910527299.0,32887.0,354482.0,156228.0,303983319.0,16911787.5,870115563.8069999
2018-03-10,85.2995126577,3290605988760.0,1906277895.43,23882228.9981,,16597022.2367,153700037465.0,38513.0,487166.0,198180.0,303827091.0,16910037.5,1735625689.9
2018-03-09,98.91925509049999,3290605988760.0,1349195039.2,26499459.5732,,19122238.46,159429423746.0,44114.0,439933.0,196422.0,303628911.0,16908212.5,1231498466.04
2018-03-08,94.44512407319999,3290605988760.0,1580136724.8,25681575.0185,,19856688.825,171057785684.0,43277.0,474916.0,213978.0,303432489.0,16906187.5,1355596866.82
2018-03-07,103.822317688,3290605988760.0,1277459300.05,25517998.1076,,20998999.9483,181943526346.0,45111.0,453773.0,206016.0,303218511.0,16904225.0,969993576.732
2018-03-06,109.776003803,3233581400370.0,1582234331.19,24372959.7309,,21689457.57,195991005854.0,47510.0,457316.0,201438.0,303012495.0,16902275.0,652061173.891
2018-03-05,134.35825130799998,3007383866430.0,1054511194.14,22125683.7062,,21145836.0833,193174785117.0,34657.0,383191.0,160231.0,302811057.0,16900412.5,542742758.512
2018-03-04,146.396238591,3007383866430.0,1034631166.2,26909615.3184,,25485633.75,191409144345.0,38405.0,416966.0,177024.0,302650826.0,16898562.5,663520514.0090001
2018-03-03,112.89791881299999,3007383866430.0,1317221659.23,23321666.6093,,21569895.065,186802505182.0,44116.0,524246.0,195073.0,302473802.0,16896312.5,673860238.906
2018-03-02,99.5959308619,3007383866430.0,2018301936.75,24667147.3752,,22728868.4508,185996484778.0,52215.0,514904.0,233744.0,302278729.0,16894362.5,790675903.745
2018-03-01,108.994016046,3007383866430.0,2094368619.95,23172168.7464,,20144045.5125,175175938229.0,41246.0,469400.0,189223.0,302044985.0,16892300.0,871257587.96
2018-02-28,100.498286245,3007383866430.0,1499367704.06,23919658.0608,,21592349.9667,181805891408.0,47950.0,494787.0,219624.0,301855762.0,16890362.5,820239742.158
2018-02-27,100.375489341,3007383866430.0,1108188222.27,21079198.6661,,18260110.5817,174770964462.0,41805.0,435989.0,186474.0,301636138.0,16888362.5,982054724.8039999
2018-02-26,145.844182848,3007383866430.0,739859891.41,25564134.5525,,20726468.25,163742492983.0,30379.0,355805.0,144869.0,301449664.0,16886600.0,619244270.723
2018-02-25,119.776833549,3007383866430.0,1626761887.8,21677190.1176,,18033349.182,163744774409.0,32952.0,355221.0,154534.0,301304795.0,16884462.5,814952720.4269999
2018-02-24,105.57302443,3007383866430.0,1789955857.63,22125683.7062,,19145427.8,171563458942.0,39850.0,424502.0,185193.0,301150261.0,16882650.0,1156539785.89
2018-02-23,102.98278935100001,3007383866430.0,2511448109.45,22275181.5691,,18506552.0508,167644434591.0,40156.0,499533.0,183235.0,300965068.0,16880800.0,1395055528.71
2018-02-22,110.521017953,3007383866430.0,1532098344.12,25265138.8267,,22261055.1875,177782332242.0,45683.0,459675.0,205201.0,300781833.0,16878937.5,1601103155.91
2018-02-21,104.157082139,2967853337740.0,1485357828.45,21079198.6661,,20189469.2292,192233646840.0,45657.0,455116.0,198455.0,300576632.0,16876825.0,1258473015.6
2018-02-20,123.102480023,2874674234420.0,1149698995.06,23149934.669,,22566369.915,187498228810.0,42648.0,436341.0,187367.0,300378177.0,16875062.5,1020588579.34
2018-02-19,136.28922928,2874674234420.0,836693606.242,23149934.669,,21269179.125,177222546652.0,32328.0,378869.0,159495.0,300190810.0,16873037.5,1377347061.42
2018-02-18,119.228204567,2874674234420.0,877050948.237,21292223.8622,,20236577.4458,182915376933.0,35640.0,401860.0,173789.0,300031315.0,16871012.5,973554319.908
2018-02-17,109.00581762700001,2874674234420.0,1080869422.77,22435430.5125,,19925190.5792,170836609229.0,39807.0,422415.0,187738.0,299857526.0,16869150.0,866501985.7080001
2018-02-16,85.66287851109999,2874674234420.0,1288852356.38,18720008.899,,16527155.601,168286527234.0,43135.0,475029.0,198183.0,299669788.0,16867187.5,1282426210.89
2018-02-15,109.36631766,2874674234420.0,1382435888.86,25579248.8009,,20951584.5167,157433725215.0,42611.0,450367.0,196417.0,299471605.0,16865550.0,915165499.8460001
2018-02-14,99.5442238683,2874674234420.0,1263264353.9,23435736.3316,,17728596.585,144986840155.0,39126.0,414749.0,182984.0,299275188.0,16863312.5,188454378.603
2018-02-13,101.11420282,2874674234420.0,1595114435.69,23721537.9942,,18398084.88,148570372921.0,41634.0,437380.0,186918.0,299092204.0,16861262.5,836623674.3130001
2018-02-12,110.491753345,2874674234420.0,715801285.1869999,21578025.5248,,15831705.8625,140663872243.0,27976.0,368624.0,147208.0,298905286.0,16859187.5,796391653.709
2018-02-11,85.8746321773,2874674234420.0,966861580.237,20434818.8745,,15154655.1653,140250655239.0,34213.0,421547.0,181783.0,298758078.0,16857300.0,918540174.469
2018-02-10,85.22387784840001,2874674234420.0,1702603672.86,19291612.2242,,14685356.425,143870507869.0,34678.0,462086.0,177860.0,298576295.0,16855512.5,1093134650.42
2018-02-09,82.0532315801,2874674234420.0,1764215068.64,18720008.899,,13782297.575,138884562886.0,35811.0,398607.0,173289.0,298398435.0,16853825.0,1336661910.51
2018-02-08,71.4802720054,2874674234420.0,1686470711.55,20149017.2119,,14762174.0625,136502016576.0,40090.0,489402.0,213719.0,298225146.0,16852187.5,1670287563.74
2018-02-07,72.073118594,2607870187290.0,2199269650.77,24293141.3193,,17000620.9333,129506188061.0,46362.0,589896.0,244120.0,298011427.0,16850425.0,3094258118.19
2018-02-06,78.5861151388,2603077300220.0,1758323361.25,23938939.7752,,16457612.3083,115222434845.00003,40852.0,486553.0,216363.0,297767307.0,16848300.0,1793319477.25
2018-02-05,112.999677444,2603077300220.0,1623376684.01,23033142.054,,19061071.0683,141517216815.0,29618.0,396694.0,173687.0,297550944.0,16845987.5,1080682794.74
2018-02-04,98.8247574754,2603077300220.0,1491970146.06,20445148.5648,,18561807.1917,152885414136.0,37380.0,436196.0,194891.0,297377257.0,16843762.5,952403804.978
2018-02-03,89.5919015497,2603077300220.0,2944216908.4,21739145.3094,,20349747.21,149923936216.0,39185.0,551198.0,235918.0,297182366.0,16841787.5,2213436748.09
2018-02-02,78.0496466236,2603077300220.0,2515366060.42,20703947.9137,,19329173.7333,152959231815.0,52539.0,591550.0,257664.0,296946448.0,16839687.5,1509688358.17
2018-02-01,80.52914833310001,2603077300220.0,1618658854.2,15139761.9119,,15840583.36,170481810440.0,33656.0,481100.0,204276.0,296688784.0,16837687.5,933239777.886
2018-01-31,96.74924884219999,2603077300220.0,1759355792.59,21609745.6349,,22124873.9708,171461153634.0,45263.0,531440.0,236609.0,296484508.0,16836225.0,1266284116.13
2018-01-30,96.38235165479999,2603077300220.0,1800278170.07,19151151.8202,,21651636.805,188755376010.0,45654.0,532630.0,232176.0,296247899.0,16834137.5,611119735.311
2018-01-29,117.430262326,2603077300220.0,1924759197.83,20445148.5648,,24143236.92,198043813362.0,38714.0,492738.0,213446.0,296015723.0,16832287.5,738104166.867
2018-01-28,126.855696285,2603077300220.0,1380662034.54,20315748.8903,,23654604.1083,193965592793.0,38711.0,541699.0,193578.0,295802277.0,16830312.5,763094646.01
2018-01-27,106.814229776,2603077300220.0,2822337879.82,20056949.5414,,22680092.5125,184603886255.0,43761.0,514621.0,220459.0,295608699.0,16828350.0,1135179206.75
2018-01-26,104.08858805700001,2460585023620.0,2123135103.39,20445148.5648,,23853113.88,188698793396.0,45624.0,539581.0,236580.0,295388240.0,16826412.5,772706342.7639999
2018-01-25,111.88855306,2227847638500.0,2100547353.65,19491455.5975,,27021008.7083,189817650188.0,47828.0,576212.0,250423.0,295151660.0,16824437.5,921820890.749
2018-01-24,103.113799179,2227847638500.0,2003121184.75,19602202.5043,,27086864.964,188797048086.0,43403.0,547568.0,271936.0,294901237.0,16822237.5,1305109027.98
2018-01-23,103.148287885,2227847638500.0,2099490615.82,18494733.4362,,24447639.6433,177360323481.0,45659.0,574420.0,245562.0,294629301.0,16820025.0,1210203940.88
2018-01-22,143.046333665,2227847638500.0,1773530155.1,20709671.5723,,29815798.362,193494205427.0,41987.0,522861.0,215622.0,294383739.0,16817937.5,436195518.92800003
2018-01-21,142.872217954,2227847638500.0,2694792832.29,19712949.4111,,33309440.4533,217775360376.0,46473.0,559711.0,240611.0,294168117.0,16815600.0,1097313787.36
2018-01-20,119.747628347,2227847638500.0,2503297607.33,18273239.6226,,28241982.9,192049767135.0,43462.0,578406.0,243619.0,293927506.0,16813375.0,1064413369.6
2018-01-19,103.353070594,2227847638500.0,2711507318.13,19159214.877,,31046750.9517,190731457101.0,49989.0,744189.0,309495.0,293683887.0,16811312.5,1771113579.47
2018-01-18,97.2592164117,2227847638500.0,2806040584.35,18494733.4362,,29865677.22,186866424062.0,44418.0,768381.0,315771.0,293374392.0,16809150.0,2926596198.21
2018-01-17,95.4883380134,2227847638500.0,3021888568.48,17608758.1818,,28025172.3225,187919737801.0,42731.0,737398.0,303725.0,293058621.0,16807062.5,2762626868.92
2018-01-16,122.14154345,2227847638500.0,2828536552.74,16612036.0206,,32326136.172,235476004695.0,47256.0,670839.0,273623.0,292754896.0,16805075.0,758546178.5830001
2018-01-15,143.14838012,2227847638500.0,2678410640.04,17165770.5546,,32575141.38,232773385344.0,39943.0,592041.0,235045.0,292481273.0,16803200.0,804914641.612
2018-01-14,130.46256497,2134254177770.0,2614290041.62,16501289.1138,,33603224.7,243614497964.0,39690.0,652049.0,265735.0,292246228.0,16801262.5,740504186.96
2018-01-13,131.79087801100002,1931136454490.0,3261904629.75,17087521.8643,,38260425.5,233728069871.0,51150.0,747265.0,300091.0,291980493.0,16799400.0,1014053986.14
2018-01-12,122.358755399,1931136454490.0,3600871653.38,18527481.5719,,40136372.689,223348575757.0,51638.0,822010.0,337959.0,291680402.0,16797175.0,1663185737.56
2018-01-11,121.71578017600001,1931136454490.0,3931428179.01,15935554.0981,,41068171.475,254044267489.0,50262.0,876989.0,347393.0,291342443.0,16794762.5,1634548780.4
2018-01-10,114.458777239,1931136454490.0,3794067602.84,15743559.4704,,39993340.56,247091858022.00006,52481.0,919149.0,360265.0,290995050.0,16792687.5,1182426648.29
2018-01-09,122.310547621,1931136454490.0,4040000007.92,15935554.0981,,41050023.0267,256324304949.0,50055.0,895996.0,345672.0,290634785.0,16790637.5,1742246003.55
2018-01-08,122.61171089,1931136454490.0,4897713642.16,15551564.8428,,43826673.4267,279554272793.0,41153.0,910004.0,368187.0,290289113.0,16788562.5,946406884.752
2018-01-07,134.871173939,1931136454490.0,3932860281.58,16127548.7258,,46900388.18399999,290729366697.0,65737.0,889098.0,358847.0,289920926.0,16786537.5,1024721001.25
2018-01-06,124.724362108,1931136454490.0,5164208947.92,13727615.8797,,41569957.46,288257943758.0,39627.0,888402.0,342707.0,289562079.0,16784437.5,1764169571.11
2018-01-05,102.933855744,1931136454490.0,4053543883.55,16127548.7258,,42527795.29,255085455191.0,51380.0,1054711.0,425008.0,289219372.0,16782650.0,1371803859.92
2018-01-04,103.108718763,1931136454490.0,2850171440.75,15071578.2735,,39612658.0758,252602010061.0,48906.0,937530.0,395963.0,288794364.0,16780550.0,1138506779.2
2018-01-03,122.63562441100001,1931136454490.0,3526212014.84,16415540.6674,,40553327.6417,251777079094.0,43995.0,850801.0,340980.0,288398401.0,16778587.5,1567582731.9
2018-01-02,138.227163984,1922580604980.0,2552418375.92,14975580.9597,,32334328.9867,231719459004.00006,37593.0,593282.0,241757.0,288057421.0,16776450.0,744866630.509
2018-01-01,125.970638362,1873105475220.0,3322403204.56,15177350.2495,,35435185.8625,237620437837.00006,50964.0,678712.0,290422.0,287815664.0,16774500.0,1142728354.65
